timestamp,open,high,low,close,volume
1781350200,63952.18,63952.19,63904.88,63920,36.37209
1781350380,63920,63934,63912.01,63929,7.62675
1781350560,63929,63931.41,63893.07,63895.65,9.75177
1781350740,63895.65,63930.93,63890.83,63916,115.87803
1781350920,63916,63916,63900.22,63905.2,16.77957
1781351100,63905.2,63906.4,63896.85,63899.61,10.22283
1781351280,63899.61,63915.99,63899.61,63915.99,11.49797
1781351460,63915.99,63930.93,63915.99,63923.13,12.52074
1781351640,63923.13,63927.59,63903.96,63927.58,4.93407
1781351820,63927.58,63980.01,63927.58,63971.28,38.79549
1781352000,63971.28,63971.69,63940,63950.68,34.93872
1781352180,63950.68,63959.83,63943.99,63946.23,3.33957
1781352360,63946.23,63946.24,63922,63945.49,5.3172
1781352540,63945.49,63945.99,63921.33,63945.99,3.58656
1781352720,63945.99,63957.31,63938.42,63938.42,3.68058
1781352900,63938.42,63949.51,63928.02,63949.51,2.99568
1781353080,63949.51,63953.49,63938.77,63943.27,3.57251
1781353260,63943.27,63968,63928.9,63968,15.47778
1781353440,63968,63968,63932.56,63957.84,35.17273
1781353620,63957.84,63989.47,63929.99,63949.85,228.44062
1781353800,63949.85,64000,63949.84,63999.99,11.22842
1781353980,63999.99,64018,63999.99,64009.75,28.6521
1781354160,64009.75,64009.75,63991.01,64004.64,13.61536
1781354340,64004.64,64016.61,63997.46,64009.75,36.88841
1781354520,64009.75,64022,64002.6,64002.61,16.17803
1781354700,64002.61,64119.43,64002.6,64064.64,187.14881
1781354880,64064.64,64122.31,64030,64100,123.0249
1781355060,64100,64111.83,64084,64084.01,56.70672
1781355240,64084.01,64198,64084,64197.99,23.11686
1781355420,64197.99,64214,64130.45,64133.12,44.96685
1781355600,64133.12,64150.9,64078.01,64078.02,23.38702
1781355780,64078.02,64150.01,64078.01,64150,14.43773
1781355960,64150,64175.93,64124.3,64154,33.42014
1781356140,64154,64164.63,64132.44,64159.67,25.55359
1781356320,64159.67,64172.73,64159.66,64172.23,11.26299
1781356500,64172.23,64172.23,64136.08,64154.5,7.9011
1781356680,64154.5,64162,64118.73,64155.02,31.04988
1781356860,64155.02,64190.27,64148.5,64190.26,12.22553
1781357040,64190.26,64234,64180.77,64207.16,52.31056
1781357220,64207.16,64230.26,64207.15,64230.26,33.4781
1781357400,64230.26,64230.26,64167.66,64184.64,31.54792
1781357580,64184.64,64238.74,64169.28,64238.74,24.78018
1781357760,64238.74,64238.93,64218.55,64233.35,11.40168
1781357940,64233.35,64245.88,64214,64227.33,24.92753
1781358120,64227.33,64235.3,64155.23,64155.24,24.0168
1781358300,64155.24,64155.24,64100,64100.01,32.92865
1781358480,64100.01,64194,64066.01,64118.03,61.34376
1781358660,64118.03,64144.59,64085.32,64085.32,26.27745
1781358840,64085.32,64091.74,64060,64087.91,9.22471
1781359020,64087.91,64113.99,64087.91,64102.69,8.25637
1781359200,64102.69,64154.42,64090.09,64154.41,9.91177
1781359380,64154.41,64183.98,64142.93,64152.01,14.10288
1781359560,64152.01,64152.01,64130,64150,11.96537
1781359740,64150,64170.25,64145,64157.9,5.33034
1781359920,64157.9,64170.25,64154.46,64154.46,7.28102
1781360100,64154.46,64184.72,64154.46,64184.72,8.85301
1781360280,64184.72,64184.72,64148.47,64148.47,18.60111
1781360460,64148.47,64148.48,64106,64132,8.25113
1781360640,64132,64137.92,64105.48,64137.92,6.92386
1781360820,64137.92,64152.89,64130,64132.8,5.11363
1781361000,64132.8,64170,64132.8,64157.33,15.2485
1781361180,64157.33,64185.8,64143.79,64185.79,19.99884
1781361360,64185.79,64211.85,64180,64207.2,15.35599
1781361540,64207.2,64211.84,64200,64202.27,5.0772
1781361720,64202.27,64202.27,64176.01,64179.97,7.52588
1781361900,64179.97,64204,64179.96,64203.99,3.21419
1781362080,64203.99,64210,64203.99,64209.99,14.01253
1781362260,64209.99,64233.73,64193.19,64229.99,12.69153
1781362440,64229.99,64232.78,64202.75,64227.67,11.56012
1781362620,64227.67,64227.68,64214.53,64220.97,5.44143
1781362800,64220.97,64230.02,64186.97,64200.51,24.61888
1781362980,64200.51,64273.43,64187.71,64273.43,14.80741
1781363160,64273.43,64273.43,64200,64200.01,18.6062
1781363340,64200.01,64310.22,64200,64274.12,170.29113
1781363520,64274.12,64302,64272.01,64287.3,10.61095
1781363700,64287.3,64315.58,64275.57,64310,17.29738
1781363880,64310,64310.01,64235.5,64255.99,26.40736
1781364060,64255.99,64331.71,64255.99,64302,36.29231
1781364240,64302,64302.01,64276.61,64277.5,13.38074
1781364420,64277.5,64295.55,64276.61,64295.54,18.97629
1781364600,64295.54,64320,64288.98,64315.13,15.5583
1781364780,64315.13,64315.13,64281.31,64283.99,22.78287
1781364960,64283.99,64338.26,64283.98,64335,18.04092
1781365140,64335,64350,64323.15,64342.31,10.93689
1781365320,64342.31,64350,64242.01,64242.02,46.88872
1781365500,64242.02,64242.02,64193.58,64221.99,32.6741
1781365680,64221.99,64241.95,64221.99,64241.94,27.76062
1781365860,64241.94,64304,64227.47,64303.99,18.54514
1781366040,64303.99,64326.63,64287.14,64312.6,21.26283
1781366220,64312.6,64317,64296.14,64296.15,19.18301
1781366400,64296.15,64307.52,64250.07,64263.36,20.46258
1781366580,64263.36,64263.37,64020.01,64036.42,172.97292
1781366760,64036.42,64135.77,64002.72,64118.51,36.06332
1781366940,64118.51,64118.52,64092,64107.33,12.57487
1781367120,64107.33,64107.66,64056.74,64097.34,57.37968
1781367300,64097.34,64097.35,64007.68,64043.1,36.29146
1781367480,64043.1,64090,64032,64032.59,60.31849
1781367660,64032.59,64078,64000,64004,22.482
1781367840,64004,64053.4,63978.79,64036,26.58653
1781368020,64036,64068.38,63982.04,63982.04,54.71177
1781368200,63982.04,64027.4,63982.04,64017.1,8.31348
1781368380,64017.1,64027.39,63975.6,64008,17.31343
1781368560,64008,64027.42,63986.39,64027.42,4.74569
1781368740,64027.42,64072,64026.48,64071.99,7.10937
1781368920,64071.99,64072,64046,64062.39,7.3329
1781369100,64062.39,64165.84,64020.07,64024,48.00593
1781369280,64024,64050,63920.05,63936.42,94.81455
1781369460,63936.42,63987.1,63928.01,63980.1,16.35764
1781369640,63980.1,64042,63980.09,64034.44,6.9292
1781369820,64034.44,64034.45,63988,64029.17,9.98229
1781370000,64029.17,64057.99,63992,63992.21,14.99689
1781370180,63992.21,63992.21,63956,63990,10.30813
1781370360,63990,64020.61,63990,64019.99,5.71977
1781370540,64019.99,64020,63956,63956,8.66034
1781370720,63956,63990,63951.59,63964.16,14.71125
1781370900,63964.16,64013.2,63944,64013.19,3.96011
1781371080,64013.19,64047.26,64006.78,64040.84,19.76021
1781371260,64040.84,64057.99,64031.78,64038.66,5.62428
1781371440,64038.66,64038.66,64031.78,64031.78,3.26944
1781371620,64031.78,64098,64016.33,64097.99,17.34657
1781371800,64097.99,64120,64069.22,64099.65,13.54139
1781371980,64099.65,64120,64095.9,64113.87,34.40526
1781372160,64113.87,64120,64099.42,64099.43,11.52576
1781372340,64099.43,64113.64,64089.99,64109.31,13.57962
1781372520,64109.31,64109.32,64102.89,64105.99,4.16482
1781372700,64105.99,64120,64030.25,64057.68,24.23684
1781372880,64057.68,64099.55,64000,64007.03,25.6446
1781373060,64007.03,64019.62,63982,64005.99,16.30427
1781373240,64005.99,64006,63948,63969.99,32.04426
1781373420,63969.99,63997.78,63966.7,63971.19,21.95264
1781373600,63971.19,64011.72,63971.19,64011.71,6.73857
1781373780,64011.71,64039.99,64000,64039.99,18.15553
1781373960,64039.99,64068,64039.99,64068,5.85712
1781374140,64068,64070.84,64050,64057.18,8.76982
1781374320,64057.18,64070.84,64050.64,64057.06,31.65404
1781374500,64057.06,64091.98,64057.06,64087.16,23.32289
1781374680,64087.16,64091.97,64028,64051.21,32.71535
1781374860,64051.21,64110,64051.2,64110,9.78991
1781375040,64110,64185.94,64109.99,64163.34,10.99094
1781375220,64163.34,64206,64162.01,64194.06,9.62968
1781375400,64194.06,64218,64174.39,64174.4,4.53444
1781375580,64174.4,64214,64174.39,64214,12.82048
1781375760,64214,64254,64213.99,64239.5,6.8664
1781375940,64239.5,64282.19,64239.5,64269.02,8.42366
1781376120,64269.02,64277.7,64246,64265.76,8.09324
1781376300,64265.76,64268,64236,64240.01,4.80628
1781376480,64240.01,64244.01,64054.48,64103.9,44.02031
1781376660,64103.9,64120,64100,64120,5.97591
1781376840,64120,64131.76,64107.02,64131.75,10.88266
1781377020,64131.75,64169.99,64131.75,64161.46,14.67431
1781377200,64161.46,64192,64159.08,64192,2.10075
1781377380,64192,64210.52,64152.01,64156.9,27.15049
1781377560,64156.9,64176.84,64152,64154.74,18.4544
1781377740,64154.74,64205.54,64154.73,64174.01,8.14646
