timestamp,open,high,low,close,volume
1781258400,63752.93,63852,63690.46,63771.98,351.50815
1781259300,63771.98,63814,63588.34,63618.81,277.1421
1781260200,63618.81,63762.32,63618.81,63684,146.88709
1781261100,63684,63742.21,63666,63702.01,96.99779
1781262000,63702.01,63884,63684.44,63831.35,98.41343
1781262900,63831.35,63880,63762.07,63828,83.26427
1781263800,63828,63828.01,63690,63801.73,97.77398
1781264700,63801.73,63884.49,63766,63766.01,101.35764
1781265600,63766.01,63775,63624.07,63634.98,85.22155
1781266500,63634.98,63681.99,63463.03,63463.19,114.92805
1781267400,63463.19,63568.56,63388.76,63430.8,177.41792
1781268300,63430.8,63550.15,63378,63465.51,138.02822
1781269200,63465.51,63507.76,63368.97,63487.96,110.48812
1781270100,63487.96,63532.59,63353.64,63407.99,107.13153
1781271000,63407.99,63452,63045.29,63138.01,457.24654
1781271900,63138.01,63264,63106.01,63229.1,176.6248
1781272800,63229.1,63558,63190,63450.48,255.9516
1781273700,63450.48,63656.27,63320,63631.99,207.85874
1781274600,63631.99,63784,63482,63504.59,265.33892
1781275500,63504.59,64000,63463.59,63999.99,335.93899
1781276400,63999.99,64380,63895,64372,781.18368
1781277300,64372,64394.44,64132.04,64132.04,276.01267
1781278200,64132.04,64132.05,63808.2,63900,340.59402
1781279100,63900,63934,63551.9,63593.02,272.17162
1781280000,63593.02,63986.71,63510.16,63861.34,289.23312
1781280900,63861.34,63996,63768,63900,229.28473
1781281800,63900,63995.25,63762.98,63844.99,149.22234
1781282700,63844.99,63982.49,63832.01,63982.48,108.27006
1781283600,63982.48,64111.1,63875.02,63910.09,161.60515
1781284500,63910.09,63916,63745.99,63832,104.7517
1781285400,63832,63913.99,63764,63828,116.73835
1781286300,63828,63884.39,63806,63865.44,73.19751
1781287200,63865.44,63934.34,63699.77,63818,228.1807
1781288100,63818,63834,63686,63782.62,172.1946
1781289000,63782.62,63915.82,63728.38,63864.43,78.13045
1781289900,63864.43,63900,63686,63694,83.33618
1781290800,63694,63780,63671.71,63712.29,88.80173
1781291700,63712.29,63786.01,63651.04,63726.11,99.57086
1781292600,63726.11,63830.93,63638,63640.55,157.36812
1781293500,63640.55,63672,63589.27,63589.27,116.91105
1781294400,63589.27,63696.41,63568,63626,93.24533
1781295300,63626,63640,63510,63524.67,59.92427
1781296200,63524.67,63572,63509.7,63522,55.19548
1781297100,63522,63533.76,63400,63449,120.35955
1781298000,63449,63624.08,63440.01,63600,80.40371
1781298900,63600,63624.62,63500.03,63510,66.42394
1781299800,63510,63578.73,63505.64,63537.99,49.93116
1781300700,63537.99,63549.99,63450,63472,133.74745
1781301600,63472,63562,63471.99,63510.68,338.59853
1781302500,63510.68,63658,63494,63604.01,50.9381
1781303400,63604.01,63619.73,63472.69,63507.99,203.04697
1781304300,63507.99,63536.71,63492.01,63502,118.56715
1781305200,63502,63525.44,63448,63463.92,44.54646
1781306100,63463.92,63497.61,63426.83,63453.32,73.79587
1781307000,63453.32,63569.99,63439,63505.01,242.07313
1781307900,63505.01,63580.01,63505.01,63580.01,48.83276
1781308800,63580.01,63608.58,63535.3,63592.05,318.61029
1781309700,63592.05,63594,63530,63530,86.42851
1781310600,63530,63626.92,63507.39,63588.02,93.65426
1781311500,63588.02,63652.11,63554.32,63600.01,80.24882
1781312400,63600.01,63699.58,63600.01,63656,41.5971
1781313300,63656,63676.02,63612,63653.99,66.86293
1781314200,63653.99,63839.99,63640.29,63754.91,194.08394
1781315100,63754.91,63840,63754.91,63837.89,207.08962
1781316000,63837.89,63837.89,63772.26,63794,26.48999
1781316900,63794,63802,63694,63713.43,112.79296
1781317800,63713.43,63726,63624.07,63624.08,214.89354
1781318700,63624.08,63656,63558,63646.01,96.61636
1781319600,63646.01,63720.88,63646,63662.51,65.19881
1781320500,63662.51,63681.19,63418.66,63511.81,132.54502
1781321400,63511.81,63522.08,63478.92,63504.72,31.77374
1781322300,63504.72,63556,63500,63532,39.03266
1781323200,63532,63568.11,63484,63513.73,47.03822
1781324100,63513.73,63584,63497.31,63542.01,26.22108
1781325000,63542.01,63625.99,63536,63623.43,35.29524
1781325900,63623.43,63663.91,63512,63512.01,35.59842
1781326800,63512.01,63590,63493.16,63568.58,47.50424
1781327700,63568.58,63596,63536.01,63552,166.91014
1781328600,63552,63588.92,63523.38,63566.95,397.83676
1781329500,63566.95,63584.03,63493.17,63584.03,46.37668
1781330400,63584.03,63611.73,63554.82,63582.54,21.42152
1781331300,63582.54,63680,63550.51,63679.99,147.90099
1781332200,63679.99,63720.29,63648,63681,84.70374
1781333100,63681,63740,63680.99,63735.74,45.51388
1781334000,63735.74,63750,63674.98,63728,48.57638
1781334900,63728,63808,63680.01,63779.09,99.88742
1781335800,63779.09,63840.36,63752.45,63821.82,148.58014
1781336700,63821.82,63883.47,63805.17,63846,139.93343
1781337600,63846,63883.5,63776.62,63792,87.13259
1781338500,63792,63831.22,63766.18,63810.01,34.08598
1781339400,63810.01,63910,63795.93,63878.02,70.79967
1781340300,63878.02,63878.02,63791.01,63806,35.4211
1781341200,63806,63843.99,63783.41,63806,103.76524
1781342100,63806,63867.65,63804.85,63815.99,41.42889
1781343000,63815.99,63831.96,63791.99,63814.27,72.74316
1781343900,63814.27,63814.28,63742.57,63743.12,84.02104
1781344800,63743.12,63782,63726.57,63782,32.49339
1781345700,63782,63794,63756,63782,53.22954
1781346600,63782,63888,63782,63854.3,45.57461
1781347500,63854.3,63908.48,63800,63843.01,57.47033
1781348400,63843.01,63949.99,63843.01,63924.41,105.73985
1781349300,63924.41,63984.53,63924.31,63952.18,108.9324
1781350200,63952.18,63952.19,63890.83,63905.2,186.40821
1781351100,63905.2,63980.01,63896.85,63971.28,77.9711
1781352000,63971.28,63971.69,63921.33,63938.42,50.86263
1781352900,63938.42,63989.47,63928.02,63949.85,285.65932
1781353800,63949.85,64022,63949.84,64002.61,106.56232
1781354700,64002.61,64214,64002.6,64133.12,434.96414
1781355600,64133.12,64175.93,64078.01,64172.23,108.06147
1781356500,64172.23,64234,64118.73,64230.26,136.96517
1781357400,64230.26,64245.88,64155.23,64155.24,116.67411
1781358300,64155.24,64194,64060,64102.69,138.03094
1781359200,64102.69,64183.98,64090.09,64154.46,48.59138
1781360100,64154.46,64184.72,64105.48,64132.8,47.74274
1781361000,64132.8,64211.85,64132.8,64179.97,63.20641
1781361900,64179.97,64233.73,64179.96,64220.97,46.9198
1781362800,64220.97,64310.22,64186.97,64287.3,238.93457
1781363700,64287.3,64331.71,64235.5,64295.54,112.35408
1781364600,64295.54,64350,64242.01,64242.02,114.2077
1781365500,64242.02,64326.63,64193.58,64296.15,119.4257
1781366400,64296.15,64307.52,64002.72,64097.34,299.45337
1781367300,64097.34,64097.35,63978.79,63982.04,200.39025
1781368200,63982.04,64072,63975.6,64062.39,44.81487
1781369100,64062.39,64165.84,63920.05,64029.17,176.08961
1781370000,64029.17,64057.99,63951.59,63964.16,54.39638
1781370900,63964.16,64098,63944,64097.99,49.96061
1781371800,64097.99,64120,64069.22,64105.99,77.21685
1781372700,64105.99,64120,63948,63971.19,120.18261
1781373600,63971.19,64070.84,63971.19,64057.06,71.17508
1781374500,64057.06,64206,64028,64194.06,86.44877
1781375400,64194.06,64282.19,64174.39,64265.76,40.73822
1781376300,64265.76,64268,64054.48,64161.46,80.35947
1781377200,64161.46,64210.52,64152,64204.49,64.11211
